a00	A00 - Kolera
v4944	V49.44 - Förare av personbil skadad i kollision med motorfordon i trafikolycka-vitalaktivitet
v4948	V49.48 - Förare av personbil skadad i kollision med motorfordon i trafikolycka-andra aktiviteter
v4949	V49.49 - Förare av personbil skadad i kollision med motorfordon i trafikolycka-ospec aktiviteter
v4950	V49.50 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-idrott
v4951	V49.51 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-lek,fritid
v4952	V49.52 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-förvärvsarbete
v4953	V49.53 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-annan sysselsättning
v4954	V49.54 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-vitalaktivitet
v4958	V49.58 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-andra aktiviteter
v4959	V49.59 - Passagerare i personbil skadad i kollision med motorfordon i trafikolycka-ospec aktiviteter
v4960	V49.60 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-idrott
v4961	V49.61 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-lek,fritid
v4962	V49.62 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-förvärvsarbete
v4963	V49.63 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-annan sysselsättning
v4964	V49.64 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-vitalaktivitet
v4968	V49.68 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-andra aktiviteter
v4969	V49.69 - Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka-ospec aktiviteter
v4980	V49.80 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-idrott
v4981	V49.81 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-lek,fritid
v4982	V49.82 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-förvärvsarbete
v4983	V49.83 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-annan sysselsättning
v4984	V49.84 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-vitalaktivitet
v4988	V49.88 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-andra aktiviteter
v4989	V49.89 - Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor-ospec aktiviteter
v4990	V49.90 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-idrott
v4991	V49.91 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-lek,fritid
v4992	V49.92 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-förvärvsarbete
v4993	V49.93 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-annan sysselsättning
v4994	V49.94 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-vitalaktivitet
v4998	V49.98 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-andra aktiviteter
v4999	V49.99 - Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka-ospec aktiviteter
v50	V50 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur
v5000	V50.00 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-idrott
v5001	V50.01 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-lek,fritid
v5002	V50.02 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-förvärvsarbete
v5003	V50.03 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-annan sysselsättning
v5004	V50.04 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-vitalaktivitet
v5008	V50.08 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-andra aktiviteter
v5009	V50.09 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-ospec aktiviteter
v5010	V50.10 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-idrott
v5011	V50.11 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-lek,fritid
v5012	V50.12 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-förvärvsarbete
v5013	V50.13 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-annan sysselsättning
v5014	V50.14 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-vitalaktivitet
v5018	V50.18 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-andra aktiviteter
v5019	V50.19 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i olycka, ej trafik-ospec aktiviteter
v5020	V50.20 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-idrott
v5021	V50.21 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-lek,fritid
v5022	V50.22 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-förvärvsarbete
v5023	V50.23 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-annan sysselsättning
v5024	V50.24 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-vitalaktivitet
v5028	V50.28 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-andra aktiviteter
v5029	V50.29 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person på utsidan av fordonet skadad i olycka, ej trafik-ospec aktiviteter
v5030	V50.30 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-idrott
v5031	V50.31 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-lek,fritid
v5032	V50.32 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-förvärvsarbete
v5033	V50.33 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-annan sysselsättning
v5034	V50.34 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-vitalaktivitet
v5038	V50.38 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-andra aktiviteter
v5039	V50.39 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-ospec aktiviteter
v5040	V50.40 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-idrott
v5041	V50.41 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-lek,fritid
v5042	V50.42 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-förvärvsarbete
v5043	V50.43 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-annan sysselsättning
v5044	V50.44 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-vitalaktivitet
v5048	V50.48 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-andra aktiviteter
v5049	V50.49 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, person skadad vid på- eller avstigning-ospec aktiviteter
v5050	V50.50 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-idrott
v5051	V50.51 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-lek,fritid
v5052	V50.52 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-förvärvsarbete
v5053	V50.53 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-annan sysselsättning
v5054	V50.54 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-vitalaktivitet
v5058	V50.58 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-andra aktiviteter
v5059	V50.59 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, förare skadad i trafikolycka-ospec aktiviteter
v5060	V50.60 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-idrott
v5061	V50.61 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-lek,fritid
v5062	V50.62 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-förvärvsarbete
v5063	V50.63 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-annan sysselsättning
v5064	V50.64 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-vitalaktivitet
v5068	V50.68 - Förare av eller passagerare i lätt lastbil skadad i kollision med fotgängare eller djur, passagerare skadad i trafikolycka-andra aktiviteter
